Store ID,SKU,Week Ending,Demand
SEPH-NYC-001,CL-TDO-011,2025-12-28,55
SEPH-NYC-001,CL-TDO-011,2026-01-04,34
SEPH-NYC-001,CL-TDO-011,2026-01-11,45
SEPH-NYC-001,CL-TDO-011,2026-01-18,37
SEPH-NYC-001,CL-TDO-011,2026-01-25,33
SEPH-NYC-001,CL-DML-007,2025-11-02,46
SEPH-NYC-001,CL-DML-007,2025-11-09,57
SEPH-NYC-001,CL-DML-007,2025-11-16,62
SEPH-NYC-001,CL-DML-007,2025-11-23,42
SEPH-NYC-001,CL-DML-007,2025-12-07,57
SEPH-NYC-001,CL-DML-007,2025-12-14,71
SEPH-NYC-001,CL-DML-007,2025-12-21,76
SEPH-NYC-001,CL-DML-007,2025-12-28,67
SEPH-NYC-001,CL-DML-007,2026-01-04,36
SEPH-NYC-001,CL-DML-007,2026-01-11,44
SEPH-NYC-001,CL-DML-007,2026-01-18,40
SEPH-NYC-001,CL-DML-007,2026-01-25,44
SEPH-NYC-001,CL-HM-018,2025-11-02,73
SEPH-NYC-001,CL-HM-018,2025-11-09,83
SEPH-NYC-001,CL-HM-018,2025-11-16,84
SEPH-NYC-001,CL-HM-018,2025-11-23,64
SEPH-NYC-001,CL-HM-018,2025-12-07,88
SEPH-NYC-001,CL-HM-018,2025-12-14,91
SEPH-NYC-001,CL-HM-018,2025-12-21,110
SEPH-NYC-001,CL-HM-018,2025-12-28,81
SEPH-NYC-001,CL-HM-018,2026-01-04,59
SEPH-NYC-001,CL-HM-018,2026-01-11,84
SEPH-NYC-001,CL-HM-018,2026-01-18,64
SEPH-NYC-001,CL-HM-018,2026-01-25,83
SEPH-NYC-001,CL-AAE-030,2025-11-02,33
SEPH-NYC-001,CL-AAE-030,2025-11-09,30
SEPH-NYC-001,CL-AAE-030,2025-11-16,38
SEPH-NYC-001,CL-AAE-030,2025-11-23,41
SEPH-NYC-001,CL-AAE-030,2025-12-07,34
SEPH-NYC-001,CL-AAE-030,2025-12-14,45
SEPH-NYC-001,CL-AAE-030,2025-12-21,42
SEPH-NYC-001,CL-AAE-030,2025-12-28,32
SEPH-NYC-001,CL-AAE-030,2026-01-04,33
SEPH-NYC-001,CL-AAE-030,2026-01-11,32
SEPH-NYC-001,CL-AAE-030,2026-01-18,34
SEPH-NYC-001,CL-AAE-030,2026-01-25,36
SEPH-NYC-001,JML-EPC-016,2025-11-02,19
SEPH-NYC-001,JML-EPC-016,2025-11-09,30
SEPH-NYC-001,JML-EPC-016,2025-11-16,29
SEPH-NYC-001,JML-EPC-016,2025-11-23,29
SEPH-NYC-001,JML-EPC-016,2025-12-07,27
SEPH-NYC-001,JML-EPC-016,2025-12-14,27
SEPH-NYC-001,JML-EPC-016,2025-12-21,37
SEPH-NYC-001,JML-EPC-016,2025-12-28,29
SEPH-NYC-001,JML-EPC-016,2026-01-04,25
SEPH-NYC-001,JML-EPC-016,2026-01-11,18
SEPH-NYC-001,JML-EPC-016,2026-01-18,19
SEPH-NYC-001,JML-EPC-016,2026-01-25,20
SEPH-NYC-001,LM-LRM-024,2025-11-02,34
SEPH-NYC-001,LM-LRM-024,2025-11-09,29
SEPH-NYC-001,LM-LRM-024,2025-11-16,37
SEPH-NYC-001,LM-LRM-024,2025-11-23,36
SEPH-NYC-001,LM-LRM-024,2025-12-07,38
SEPH-NYC-001,LM-LRM-024,2025-12-14,36
SEPH-NYC-001,LM-LRM-024,2025-12-21,43
SEPH-NYC-001,LM-LRM-024,2025-12-28,32
SEPH-NYC-001,LM-LRM-024,2026-01-04,32
SEPH-NYC-001,LM-LRM-024,2026-01-11,23
SEPH-NYC-001,LM-LRM-024,2026-01-18,31
SEPH-NYC-001,LM-LRM-024,2026-01-25,22
SEPH-NYC-001,MAC-SFC-035,2025-11-02,19
SEPH-NYC-001,MAC-SFC-035,2025-11-09,22
SEPH-NYC-001,MAC-SFC-035,2025-11-16,28
SEPH-NYC-001,MAC-SFC-035,2025-11-23,31
SEPH-NYC-001,MAC-SFC-035,2025-12-07,32
SEPH-NYC-001,MAC-SFC-035,2025-12-14,32
SEPH-NYC-001,MAC-SFC-035,2025-12-21,27
SEPH-NYC-001,MAC-SFC-035,2025-12-28,25
SEPH-NYC-001,MAC-SFC-035,2026-01-04,17
SEPH-NYC-001,MAC-SFC-035,2026-01-11,20
SEPH-NYC-001,MAC-SFC-035,2026-01-18,21
SEPH-NYC-001,MAC-SFC-035,2026-01-25,18
SEPH-NYC-001,OR-SSR-033,2025-11-02,21
SEPH-NYC-001,OR-SSR-033,2025-11-09,24
SEPH-NYC-001,OR-SSR-033,2025-11-16,28
SEPH-NYC-001,OR-SSR-033,2025-11-23,22
SEPH-NYC-001,OR-SSR-033,2025-12-07,26
SEPH-NYC-001,OR-SSR-033,2025-12-14,38
SEPH-NYC-001,OR-SSR-033,2025-12-21,26
SEPH-NYC-001,OR-SSR-033,2025-12-28,36
SEPH-NYC-001,OR-SSR-033,2026-01-04,24
SEPH-NYC-001,OR-SSR-033,2026-01-11,20
SEPH-NYC-001,OR-SSR-033,2026-01-18,23
SEPH-NYC-001,OR-SSR-033,2026-01-25,22
SEPH-NYC-001,EL-ANRE-029,2025-11-02,56
SEPH-NYC-001,EL-ANRE-029,2025-11-09,55
SEPH-NYC-001,EL-ANRE-029,2025-11-16,73
SEPH-NYC-001,EL-ANRE-029,2025-11-23,78
SEPH-NYC-001,EL-ANRE-029,2025-12-07,66
SEPH-NYC-001,EL-ANRE-029,2025-12-14,67
SEPH-NYC-001,EL-ANRE-029,2025-12-21,60
SEPH-NYC-001,EL-ANRE-029,2025-12-28,73
SEPH-NYC-001,EL-ANRE-029,2026-01-04,63
SEPH-NYC-001,EL-ANRE-029,2026-01-11,52
SEPH-NYC-001,EL-ANRE-029,2026-01-18,68
SEPH-NYC-001,EL-ANRE-029,2026-01-25,59
SEPH-NYC-001,EL-PCFC-026,2025-11-02,42
SEPH-NYC-001,EL-PCFC-026,2025-11-09,45
SEPH-NYC-001,EL-PCFC-026,2025-11-16,52
SEPH-NYC-001,EL-PCFC-026,2025-11-23,50
SEPH-NYC-001,EL-PCFC-026,2025-12-07,43
SEPH-NYC-001,EL-PCFC-026,2025-12-14,68
SEPH-NYC-001,EL-PCFC-026,2025-12-21,72
SEPH-NYC-001,EL-PCFC-026,2025-12-28,68
SEPH-NYC-001,EL-PCFC-026,2026-01-04,39
SEPH-NYC-001,EL-PCFC-026,2026-01-11,42
SEPH-NYC-001,EL-PCFC-026,2026-01-18,36
SEPH-NYC-001,EL-PCFC-026,2026-01-25,38
SEPH-NYC-001,BB-VEFB-006,2025-11-02,50
SEPH-NYC-001,BB-VEFB-006,2025-11-09,39
SEPH-NYC-001,BB-VEFB-006,2025-11-16,40
SEPH-NYC-001,BB-VEFB-006,2025-11-23,38
SEPH-NYC-001,BB-VEFB-006,2025-12-07,49
SEPH-NYC-001,BB-VEFB-006,2025-12-14,65
SEPH-NYC-001,BB-VEFB-006,2025-12-21,44
SEPH-NYC-001,BB-VEFB-006,2025-12-28,45
SEPH-NYC-001,BB-VEFB-006,2026-01-04,42
SEPH-NYC-001,BB-VEFB-006,2026-01-11,45
SEPH-NYC-001,BB-VEFB-006,2026-01-18,44
SEPH-NYC-001,BB-VEFB-006,2026-01-25,30
SEPH-NYC-001,EL-ANR-001,2025-11-02,102
SEPH-NYC-001,EL-ANR-001,2025-11-09,81
SEPH-NYC-001,EL-ANR-001,2025-11-16,77
SEPH-NYC-001,EL-ANR-001,2025-11-23,101
SEPH-NYC-001,EL-ANR-001,2025-12-07,110
SEPH-NYC-001,EL-ANR-001,2025-12-14,99
SEPH-NYC-001,EL-ANR-001,2025-12-21,124
SEPH-NYC-001,EL-ANR-001,2025-12-28,138
SEPH-NYC-001,EL-ANR-001,2026-01-04,82
SEPH-NYC-001,EL-ANR-001,2026-01-11,79
SEPH-NYC-001,EL-ANR-001,2026-01-18,107
SEPH-NYC-001,EL-ANR-001,2026-01-25,78
SEPH-NYC-001,CL-CL2-028,2025-11-02,34
SEPH-NYC-001,CL-CL2-028,2025-11-09,45
SEPH-NYC-001,CL-CL2-028,2025-11-16,30
SEPH-NYC-001,CL-CL2-028,2025-11-23,45
SEPH-NYC-001,CL-CL2-028,2025-12-07,36
SEPH-NYC-001,CL-CL2-028,2025-12-14,36
SEPH-NYC-001,CL-CL2-028,2025-12-21,45
SEPH-NYC-001,CL-CL2-028,2025-12-28,43
SEPH-NYC-001,CL-CL2-028,2026-01-04,28
SEPH-NYC-001,CL-CL2-028,2026-01-11,29
SEPH-NYC-001,CL-CL2-028,2026-01-18,31
SEPH-NYC-001,CL-CL2-028,2026-01-25,38
SEPH-NYC-001,TF-SL-025,2025-11-02,24
SEPH-NYC-001,TF-SL-025,2025-11-09,17
SEPH-NYC-001,TF-SL-025,2025-11-16,26
SEPH-NYC-001,TF-SL-025,2025-11-23,19
SEPH-NYC-001,TF-SL-025,2025-12-07,23
SEPH-NYC-001,TF-SL-025,2025-12-14,26
SEPH-NYC-001,TF-SL-025,2025-12-21,20
SEPH-NYC-001,TF-SL-025,2025-12-28,33
SEPH-NYC-001,TF-SL-025,2026-01-04,17
SEPH-NYC-001,TF-SL-025,2026-01-11,22
SEPH-NYC-001,TF-SL-025,2026-01-18,23
SEPH-NYC-001,TF-SL-025,2026-01-25,18
SEPH-NYC-001,TF-ECQ-009,2025-11-02,12
SEPH-NYC-001,TF-ECQ-009,2025-11-09,10
SEPH-NYC-001,TF-ECQ-009,2025-11-16,13
SEPH-NYC-001,TF-ECQ-009,2025-11-23,15
SEPH-NYC-001,TF-ECQ-009,2025-12-07,16
SEPH-NYC-001,TF-ECQ-009,2025-12-14,13
SEPH-NYC-001,TF-ECQ-009,2025-12-21,17
SEPH-NYC-001,TF-ECQ-009,2025-12-28,21
SEPH-NYC-001,TF-ECQ-009,2026-01-04,13
SEPH-NYC-001,TF-ECQ-009,2026-01-11,11
SEPH-NYC-001,TF-ECQ-009,2026-01-18,13
SEPH-NYC-001,TF-ECQ-009,2026-01-25,14
SEPH-NYC-001,CL-MS-003,2025-11-02,49
SEPH-NYC-001,CL-MS-003,2025-11-09,58
SEPH-NYC-001,CL-MS-003,2025-11-16,54
SEPH-NYC-001,CL-MS-003,2025-11-23,65
SEPH-NYC-001,CL-MS-003,2025-12-07,70
SEPH-NYC-001,CL-MS-003,2025-12-14,48
SEPH-NYC-001,CL-MS-003,2025-12-21,76
SEPH-NYC-001,CL-MS-003,2025-12-28,52
SEPH-NYC-001,CL-MS-003,2026-01-04,34
SEPH-NYC-001,CL-MS-003,2026-01-11,48
SEPH-NYC-001,CL-MS-003,2026-01-18,54
SEPH-NYC-001,CL-MS-003,2026-01-25,45
SEPH-NYC-001,BB-SBC-015,2025-11-02,22
SEPH-NYC-001,BB-SBC-015,2025-11-09,23
SEPH-NYC-001,BB-SBC-015,2025-11-16,26
SEPH-NYC-001,BB-SBC-015,2025-11-23,24
SEPH-NYC-001,BB-SBC-015,2025-12-07,37
SEPH-NYC-001,BB-SBC-015,2025-12-14,27
SEPH-NYC-001,BB-SBC-015,2025-12-21,33
SEPH-NYC-001,BB-SBC-015,2025-12-28,32
SEPH-NYC-001,BB-SBC-015,2026-01-04,26
SEPH-NYC-001,BB-SBC-015,2026-01-11,23
SEPH-NYC-001,BB-SBC-015,2026-01-18,19
SEPH-NYC-001,BB-SBC-015,2026-01-25,21
SEPH-NYC-001,MAC-PFP-014,2025-11-02,42
SEPH-NYC-001,MAC-PFP-014,2025-11-09,51
SEPH-NYC-001,MAC-PFP-014,2025-11-16,40
SEPH-NYC-001,MAC-PFP-014,2025-11-23,44
SEPH-NYC-001,MAC-PFP-014,2025-12-07,64
SEPH-NYC-001,MAC-PFP-014,2025-12-14,66
SEPH-NYC-001,MAC-PFP-014,2025-12-21,56
SEPH-NYC-001,MAC-PFP-014,2025-12-28,67
SEPH-NYC-001,MAC-PFP-014,2026-01-04,40
SEPH-NYC-001,MAC-PFP-014,2026-01-11,43
SEPH-NYC-001,MAC-PFP-014,2026-01-18,34
SEPH-NYC-001,MAC-PFP-014,2026-01-25,32
SEPH-NYC-001,LM-SPF50-031,2025-11-02,16
SEPH-NYC-001,LM-SPF50-031,2025-11-09,11
SEPH-NYC-001,LM-SPF50-031,2025-11-16,15
SEPH-NYC-001,LM-SPF50-031,2025-11-23,11
SEPH-NYC-001,LM-SPF50-031,2025-12-07,19
SEPH-NYC-001,LM-SPF50-031,2025-12-14,21
SEPH-NYC-001,LM-SPF50-031,2025-12-21,20
SEPH-NYC-001,LM-SPF50-031,2025-12-28,16
SEPH-NYC-001,LM-SPF50-031,2026-01-04,13
SEPH-NYC-001,LM-SPF50-031,2026-01-11,12
SEPH-NYC-001,LM-SPF50-031,2026-01-18,15
SEPH-NYC-001,LM-SPF50-031,2026-01-25,13
SEPH-NYC-001,EL-FHR-034,2025-11-02,68
SEPH-NYC-001,EL-FHR-034,2025-11-09,52
SEPH-NYC-001,EL-FHR-034,2025-11-16,71
SEPH-NYC-001,EL-FHR-034,2025-11-23,78
SEPH-NYC-001,EL-FHR-034,2025-12-07,83
SEPH-NYC-001,EL-FHR-034,2025-12-14,61
SEPH-NYC-001,EL-FHR-034,2025-12-21,79
SEPH-NYC-001,EL-FHR-034,2025-12-28,64
SEPH-NYC-001,EL-FHR-034,2026-01-04,56
SEPH-NYC-001,EL-FHR-034,2026-01-11,47
SEPH-NYC-001,EL-FHR-034,2026-01-18,66
SEPH-NYC-001,EL-FHR-034,2026-01-25,71
SEPH-NYC-001,MAC-SFF-008,2025-11-02,52
SEPH-NYC-001,MAC-SFF-008,2025-11-09,61
SEPH-NYC-001,MAC-SFF-008,2025-11-16,63
SEPH-NYC-001,MAC-SFF-008,2025-11-23,69
SEPH-NYC-001,MAC-SFF-008,2025-12-07,62
SEPH-NYC-001,MAC-SFF-008,2025-12-14,78
SEPH-NYC-001,MAC-SFF-008,2025-12-21,83
SEPH-NYC-001,MAC-SFF-008,2025-12-28,72
SEPH-NYC-001,MAC-SFF-008,2026-01-04,58
SEPH-NYC-001,MAC-SFF-008,2026-01-11,66
SEPH-NYC-001,MAC-SFF-008,2026-01-18,57
SEPH-NYC-001,MAC-SFF-008,2026-01-25,64
SEPH-NYC-001,EL-DW-002,2025-11-02,101
SEPH-NYC-001,EL-DW-002,2025-11-09,77
SEPH-NYC-001,EL-DW-002,2025-11-16,72
SEPH-NYC-001,EL-DW-002,2025-11-23,96
SEPH-NYC-001,EL-DW-002,2025-12-07,106
SEPH-NYC-001,EL-DW-002,2025-12-14,113
SEPH-NYC-001,EL-DW-002,2025-12-21,115
SEPH-NYC-001,EL-DW-002,2025-12-28,84
SEPH-NYC-001,EL-DW-002,2026-01-04,59
SEPH-NYC-001,EL-DW-002,2026-01-11,76
SEPH-NYC-001,EL-DW-002,2026-01-18,62
SEPH-NYC-001,EL-DW-002,2026-01-25,64
SEPH-NYC-001,LM-CDLM-004,2025-11-02,14
SEPH-NYC-001,LM-CDLM-004,2025-11-09,20
SEPH-NYC-001,LM-CDLM-004,2025-11-16,18
SEPH-NYC-001,LM-CDLM-004,2025-11-23,16
SEPH-NYC-001,LM-CDLM-004,2025-12-07,16
SEPH-NYC-001,LM-CDLM-004,2025-12-14,20
SEPH-NYC-001,LM-CDLM-004,2025-12-21,20
SEPH-NYC-001,LM-CDLM-004,2025-12-28,23
SEPH-NYC-001,LM-CDLM-004,2026-01-04,14
SEPH-NYC-001,LM-CDLM-004,2026-01-11,15
SEPH-NYC-001,LM-CDLM-004,2026-01-18,14
SEPH-NYC-001,LM-CDLM-004,2026-01-25,13
SEPH-NYC-002,BB-SCS-036,2025-11-02,70
SEPH-NYC-002,BB-SCS-036,2025-11-09,64
SEPH-NYC-002,BB-SCS-036,2025-11-16,50
SEPH-NYC-002,BB-SCS-036,2025-11-23,66
SEPH-NYC-002,BB-SCS-036,2025-12-07,85
SEPH-NYC-002,BB-SCS-036,2025-12-14,75
SEPH-NYC-002,BB-SCS-036,2025-12-21,85
SEPH-NYC-002,BB-SCS-036,2025-12-28,74
SEPH-NYC-002,BB-SCS-036,2026-01-04,57
SEPH-NYC-002,BB-SCS-036,2026-01-11,60
SEPH-NYC-002,BB-SCS-036,2026-01-18,45
SEPH-NYC-002,BB-SCS-036,2026-01-25,65
SEPH-NYC-002,TF-BO-017,2025-11-02,19
SEPH-NYC-002,TF-BO-017,2025-11-09,30
SEPH-NYC-002,TF-BO-017,2025-11-16,24
SEPH-NYC-002,TF-BO-017,2025-11-23,26
SEPH-NYC-002,TF-BO-017,2025-12-07,32
SEPH-NYC-002,TF-BO-017,2025-12-14,36
SEPH-NYC-002,TF-BO-017,2025-12-21,26
SEPH-NYC-002,TF-BO-017,2025-12-28,41
SEPH-NYC-002,TF-BO-017,2026-01-04,23
SEPH-NYC-002,TF-BO-017,2026-01-11,22
SEPH-NYC-002,TF-BO-017,2026-01-18,21
SEPH-NYC-002,TF-BO-017,2026-01-25,28
SEPH-NYC-002,MAC-RW-005,2025-11-02,66
SEPH-NYC-002,MAC-RW-005,2025-11-09,48
SEPH-NYC-002,MAC-RW-005,2025-11-16,54
SEPH-NYC-002,MAC-RW-005,2025-11-23,60
SEPH-NYC-002,MAC-RW-005,2025-12-07,62
SEPH-NYC-002,MAC-RW-005,2025-12-14,70
SEPH-NYC-002,MAC-RW-005,2025-12-21,67
SEPH-NYC-002,MAC-RW-005,2025-12-28,86
SEPH-NYC-002,MAC-RW-005,2026-01-04,66
SEPH-NYC-002,MAC-RW-005,2026-01-11,51
SEPH-NYC-002,MAC-RW-005,2026-01-18,54
SEPH-NYC-002,MAC-RW-005,2026-01-25,53
SEPH-NYC-002,BB-CB-022,2025-11-02,64
SEPH-NYC-002,BB-CB-022,2025-11-09,62
SEPH-NYC-002,BB-CB-022,2025-11-16,54
SEPH-NYC-002,BB-CB-022,2025-11-23,63
SEPH-NYC-002,BB-CB-022,2025-12-07,86
SEPH-NYC-002,BB-CB-022,2025-12-14,70
SEPH-NYC-002,BB-CB-022,2025-12-21,59
SEPH-NYC-002,BB-CB-022,2025-12-28,69
SEPH-NYC-002,BB-CB-022,2026-01-04,53
SEPH-NYC-002,BB-CB-022,2026-01-11,48
SEPH-NYC-002,BB-CB-022,2026-01-18,46
SEPH-NYC-002,BB-CB-022,2026-01-25,54
SEPH-NYC-002,OR-CBFW-027,2025-11-02,50
SEPH-NYC-002,OR-CBFW-027,2025-11-09,56
SEPH-NYC-002,OR-CBFW-027,2025-11-16,67
SEPH-NYC-002,OR-CBFW-027,2025-11-23,47
SEPH-NYC-002,OR-CBFW-027,2025-12-07,72
SEPH-NYC-002,OR-CBFW-027,2025-12-14,69
SEPH-NYC-002,OR-CBFW-027,2025-12-21,68
SEPH-NYC-002,OR-CBFW-027,2025-12-28,82
SEPH-NYC-002,OR-CBFW-027,2026-01-04,58
SEPH-NYC-002,OR-CBFW-027,2026-01-11,58
SEPH-NYC-002,OR-CBFW-027,2026-01-18,49
SEPH-NYC-002,OR-CBFW-027,2026-01-25,52
SEPH-NYC-002,EL-PCE-012,2025-11-02,29
SEPH-NYC-002,EL-PCE-012,2025-11-09,36
SEPH-NYC-002,EL-PCE-012,2025-11-16,41
SEPH-NYC-002,EL-PCE-012,2025-11-23,47
SEPH-NYC-002,EL-PCE-012,2025-12-07,50
SEPH-NYC-002,EL-PCE-012,2025-12-14,45
SEPH-NYC-002,EL-PCE-012,2025-12-21,55
SEPH-NYC-002,EL-PCE-012,2025-12-28,59
SEPH-NYC-002,EL-PCE-012,2026-01-04,39
SEPH-NYC-002,EL-PCE-012,2026-01-11,39
SEPH-NYC-002,EL-PCE-012,2026-01-18,34
SEPH-NYC-002,EL-PCE-012,2026-01-25,36
SEPH-NYC-002,BB-LWGE-010,2025-11-02,21
SEPH-NYC-002,BB-LWGE-010,2025-11-09,28
SEPH-NYC-002,BB-LWGE-010,2025-11-16,24
SEPH-NYC-002,BB-LWGE-010,2025-11-23,31
SEPH-NYC-002,BB-LWGE-010,2025-12-07,29
SEPH-NYC-002,BB-LWGE-010,2025-12-14,28
SEPH-NYC-002,BB-LWGE-010,2025-12-21,31
SEPH-NYC-002,BB-LWGE-010,2025-12-28,26
SEPH-NYC-002,BB-LWGE-010,2026-01-04,27
SEPH-NYC-002,BB-LWGE-010,2026-01-11,27
SEPH-NYC-002,BB-LWGE-010,2026-01-18,22
SEPH-NYC-002,BB-LWGE-010,2026-01-25,25
SEPH-NYC-002,CL-TDO-011,2025-11-02,16
SEPH-NYC-002,CL-TDO-011,2025-11-09,17
SEPH-NYC-002,CL-TDO-011,2025-11-16,20
SEPH-NYC-002,CL-TDO-011,2025-11-23,18
SEPH-NYC-002,CL-TDO-011,2025-12-07,24
SEPH-NYC-002,CL-TDO-011,2025-12-14,30
SEPH-NYC-002,CL-TDO-011,2025-12-21,21
SEPH-NYC-002,CL-TDO-011,2025-12-28,24
SEPH-NYC-002,CL-TDO-011,2026-01-04,22
SEPH-NYC-002,CL-TDO-011,2026-01-11,14
SEPH-NYC-002,CL-TDO-011,2026-01-18,22
SEPH-NYC-002,CL-TDO-011,2026-01-25,16
SEPH-NYC-002,CL-DML-007,2025-11-02,41
SEPH-NYC-002,CL-DML-007,2025-11-09,43
SEPH-NYC-002,CL-DML-007,2025-11-16,39
SEPH-NYC-002,CL-DML-007,2025-11-23,42
SEPH-NYC-002,CL-DML-007,2025-12-07,49
SEPH-NYC-002,CL-DML-007,2025-12-14,42
SEPH-NYC-002,CL-DML-007,2025-12-21,46
SEPH-NYC-002,CL-DML-007,2025-12-28,43
SEPH-NYC-002,CL-DML-007,2026-01-04,35
SEPH-NYC-002,CL-DML-007,2026-01-11,41
SEPH-NYC-002,CL-DML-007,2026-01-18,32
SEPH-NYC-002,CL-DML-007,2026-01-25,43
SEPH-NYC-002,CL-HM-018,2025-11-02,86
SEPH-NYC-002,CL-HM-018,2025-11-09,102
SEPH-NYC-002,CL-HM-018,2025-11-16,107
SEPH-NYC-002,CL-HM-018,2025-11-23,106
SEPH-NYC-002,CL-HM-018,2025-12-07,116
SEPH-NYC-002,CL-HM-018,2025-12-14,121
SEPH-NYC-002,CL-HM-018,2025-12-21,95
SEPH-NYC-002,CL-HM-018,2025-12-28,96
SEPH-NYC-002,CL-HM-018,2026-01-04,62
SEPH-NYC-002,CL-HM-018,2026-01-11,64
SEPH-NYC-002,CL-HM-018,2026-01-18,91
SEPH-NYC-002,CL-HM-018,2026-01-25,82
